62;79;99;
41;37;98;
57;36;85;
42;39;5;
79;61;65;
93;7;69;
0;67;79;
93;41;81;
13;70;36;
7;81;10;
69;98;55;
89;56;51;
48;16;68;
54;14;39;
94;86;81;
64;96;84;
1;14;32;
96;81;50;
59;40;71;
23;27;26;
94;77;82;
47;37;64;
2;4;90;
87;1;55;
77;63;61;
85;78;48;
92;89;64;
97;11;65;
8;95;78;
25;25;59;
82;61;11;
69;34;68;
17;98;85;
11;90;35;
43;56;20;
32;73;21;
67;21;29;
37;41;38;
35;3;93;
76;68;69;
90;27;66;
63;31;61;
69;36;77;
54;84;12;
8;75;83;
74;0;64;
63;50;69;
89;51;27;
25;12;15;
49;95;10;
1;52;80;
9;74;64;
73;3;31;
30;46;78;
92;39;56;
49;28;82;
52;19;63;
8;98;14;
59;27;34;
3;1;26;
45;59;87;
48;10;94;
13;81;3;
5;37;91;
76;1;27;
75;34;87;
13;56;85;
12;63;53;
86;77;4;
17;8;16;
0;89;65;
50;17;90;
86;24;23;
36;91;97;
83;92;47;
67;57;61;
67;7;13;
29;39;61;
73;6;72;
95;65;20;
83;20;96;
42;80;91;
81;75;59;
12;50;34;
68;24;97;
99;97;58;
44;7;21;
11;30;71;
33;48;92;
56;23;8;
8;70;17;
56;57;26;
63;5;64;
10;89;1;
70;15;94;
66;32;86;
61;60;36;
19;80;98;
85;9;76;
11;32;17;
57;7;5;
37;91;96;
48;49;82;
16;68;16;
93;64;92;
86;54;77;
58;76;25;
14;61;65;
80;79;97;
26;47;22;
61;87;71;
45;29;75;
12;10;1;
18;1;1;
59;95;59;
94;26;2;
93;49;39;
53;93;88;
26;61;98;
66;35;10;
85;30;14;
51;28;7;
7;12;25;
31;37;3;
63;60;37;
77;50;92;
70;3;7;
26;11;74;
73;73;87;
47;6;47;
37;8;60;
31;99;28;
65;90;32;
24;44;85;
69;73;48;
43;57;51;
53;46;66;
84;50;20;
12;52;83;
94;81;26;
44;0;56;
87;66;30;
15;1;29;
57;6;13;
66;26;62;
33;36;73;
56;44;31;
37;35;77;
4;6;41;
46;90;8;
56;56;91;
75;70;85;
38;1;46;
46;8;13;
21;41;53;
95;76;61;
0;47;15;
73;0;84;
27;47;94;
5;34;7;
89;20;82;
88;5;50;
27;65;87;
2;30;10;
0;2;8;
77;54;67;
92;49;78;
7;74;56;
48;16;81;
38;20;56;
21;2;86;
25;95;28;
15;21;13;
3;37;61;
21;10;57;
6;8;5;
53;88;88;
31;85;63;
92;48;40;
41;74;32;
5;97;87;
15;55;39;
77;82;35;
3;68;75;
50;1;63;
59;51;71;
49;73;95;
22;43;18;
27;27;52;
93;7;80;
75;8;36;
47;84;41;
76;58;96;
0;74;4;
53;68;10;
35;20;6;
80;63;33;
78;19;35;
8;44;8;
0;32;94;
28;74;87;
51;4;37;
79;84;75;
20;11;58;
60;12;45;
84;96;14;
26;35;15;
93;13;32;
34;39;75;
84;58;84;
48;67;97;
32;68;70;
44;4;49;
53;80;11;
53;12;14;
12;59;90;
67;41;67;
53;93;35;
35;12;24;
13;51;45;
12;92;22;
26;6;75;
10;1;57;
70;97;52;
10;51;86;
56;11;47;
12;99;99;
92;69;98;
79;81;96;
84;94;57;
91;95;31;
79;32;37;
50;49;86;
73;24;56;
38;27;91;
79;64;29;
46;66;13;
72;88;22;
21;72;26;
25;5;48;
82;29;66;
63;39;44;
59;87;81;
79;27;6;
56;64;58;
8;6;21;
42;81;93;
90;61;32;
34;7;0;
88;69;46;
90;82;10;
93;64;90;
68;64;12;
25;77;17;
83;91;50;
35;90;46;
29;70;36;
73;50;11;
24;71;8;
35;75;84;
34;74;10;
90;24;73;
85;62;75;
10;77;99;
84;71;23;
80;53;10;
58;0;41;
3;50;67;
7;32;15;
98;60;74;
75;58;70;
44;76;50;
19;92;26;
18;72;10;
43;25;39;
82;38;17;
95;42;76;
11;78;54;
43;44;30;
49;83;46;
50;80;36;
98;44;92;
61;22;94;
72;71;99;
19;83;21;
50;29;32;
21;60;33;
50;27;67;
47;15;23;
68;14;40;
60;27;23;
40;69;4;
81;66;62;
88;18;9;
95;74;48;
44;12;86;
82;63;92;
20;3;76;
71;59;53;
59;95;65;
19;64;88;
31;31;7;
87;57;49;
1;86;43;
52;56;80;
63;85;63;
38;47;18;
12;4;67;
91;55;71;
73;83;93;
26;9;64;
3;71;36;
17;66;20;
70;28;50;
51;66;8;
44;21;66;
84;71;46;
54;18;91;
99;1;4;
50;54;62;
43;72;32;
49;5;35;
6;43;85;
94;76;10;
43;68;83;
92;92;58;
20;45;46;
84;61;88;
24;42;70;
49;97;90;
66;52;44;
28;12;58;
8;31;18;
70;25;57;
41;93;15;
37;37;71;
58;75;22;
85;34;91;
48;66;12;
65;72;69;
84;8;86;
23;33;33;
60;69;48;
70;26;46;
36;11;4;
77;39;80;
87;39;84;
35;40;66;
34;31;91;
19;86;20;
62;20;14;
11;73;63;
79;3;10;
77;14;49;
51;72;63;
89;48;89;
40;23;96;
61;60;87;
33;36;6;
92;36;72;
50;88;16;
81;90;59;
40;90;93;
86;66;11;
28;49;55;
61;19;69;
56;62;1;
78;2;34;
42;37;57;
6;77;51;
60;19;34;
49;7;87;
43;39;1;
26;42;63;
55;93;18;
80;9;19;
90;88;72;
87;22;86;
33;8;8;
84;44;62;
88;96;65;
66;23;52;
4;89;5;
91;42;68;
42;62;31;
7;46;38;
88;51;53;
99;27;82;
37;57;31;
94;76;50;
93;9;87;
15;68;90;
10;81;60;
15;76;27;
18;81;80;
82;72;75;
93;44;5;
94;99;81;
70;53;59;
1;39;54;
84;6;23;
37;65;74;
43;90;20;
72;96;98;
29;69;99;
55;71;94;
44;80;35;
39;24;13;
96;76;61;
50;77;2;
84;74;84;
83;6;53;
88;0;13;
29;56;20;
15;68;89;
14;24;29;
23;45;83;
58;77;28;
72;14;78;
34;28;79;
3;18;36;
68;60;96;
69;53;50;
0;18;69;
84;48;21;
51;29;50;
4;93;6;
10;94;40;
11;16;48;
90;77;80;
20;82;29;
16;44;18;
94;41;59;
59;58;30;
7;41;10;
23;75;44;
28;83;91;
30;64;4;
83;86;75;
61;1;46;
37;67;59;
69;63;91;
37;5;13;
58;38;54;
13;77;95;
26;12;88;
27;59;41;
92;63;64;
30;29;68;
79;56;91;
86;27;40;
69;27;84;
20;82;22;
65;75;22;
13;74;2;
51;27;5;
69;42;55;
40;35;45;
30;49;57;
34;62;32;
3;27;3;
42;72;2;
91;2;90;
96;88;55;
76;71;11;
95;46;42;
87;45;26;
97;88;24;
5;99;85;
24;54;74;
0;40;25;
55;69;18;
15;66;88;
82;12;49;
98;4;71;
87;95;74;
33;85;65;
39;97;95;
42;6;6;
81;43;20;
36;45;69;
36;63;24;
85;24;91;
59;92;43;
79;36;10;
75;74;45;
25;82;30;
10;99;18;
9;53;37;
67;54;91;
82;69;56;
72;60;11;
72;42;21;
41;26;31;
94;84;58;
8;95;53;
15;36;63;
89;3;10;
38;55;23;
98;40;54;
52;4;27;
19;20;55;
51;44;33;
50;20;46;
13;28;0;
57;80;48;
12;25;96;
35;69;62;
80;4;77;
13;91;6;
36;20;96;
88;54;34;
7;24;9;
81;17;4;
31;87;83;
53;86;47;
52;89;68;
80;44;93;
57;87;32;
62;53;12;
2;27;97;
65;12;80;
20;97;36;
40;85;24;
89;55;3;
60;20;22;
35;22;43;
67;86;5;
85;47;20;
96;38;42;
4;71;13;
74;0;71;
15;29;33;
50;71;24;
14;74;3;
57;13;94;
98;37;40;
38;19;40;
33;45;0;
71;83;71;
18;25;25;
73;88;77;
40;35;91;
97;85;69;
12;54;46;
34;11;39;
66;66;69;
34;23;50;
92;51;54;
13;1;61;
44;55;47;
73;33;99;
50;7;27;
17;3;60;
26;24;69;
6;80;43;
61;6;1;
44;6;59;
9;76;53;
17;23;15;
38;74;83;
75;68;8;
32;77;45;
49;12;64;
55;99;30;
3;99;46;
2;93;63;
11;51;21;
7;15;31;
94;50;7;
90;87;19;
32;94;69;
40;33;11;
5;78;14;
61;21;45;
67;38;77;
97;1;23;
55;3;73;
50;12;49;
86;7;65;
38;45;85;
1;86;93;
44;40;58;
15;35;44;
78;44;82;
33;93;49;
64;27;89;
43;81;86;
58;82;40;
36;62;95;
38;89;44;
86;82;62;
99;77;4;
17;24;72;
21;37;33;
66;90;31;
17;19;35;
70;17;43;
96;82;31;
83;40;70;
96;53;86;
94;13;20;
8;67;73;
24;87;32;
84;10;25;
50;2;77;
60;77;89;
24;58;5;
15;66;12;
59;42;4;
80;23;85;
1;12;66;
39;9;9;
67;64;52;
30;18;61;
96;19;87;
66;81;63;
94;57;64;
15;0;75;
38;22;18;
39;0;51;
60;30;35;
35;32;90;
52;68;77;
24;53;49;
10;48;51;
54;89;35;
29;92;8;
29;62;61;
51;31;16;
37;90;93;
10;93;4;
49;68;31;
17;98;43;
90;46;9;
35;95;43;
5;27;99;
79;24;27;
39;86;2;
83;88;44;
81;41;36;
10;21;72;
65;84;53;
84;96;57;
19;91;35;
53;53;16;
4;54;32;
26;81;21;
13;65;69;
98;30;21;
59;77;54;
63;19;97;
41;38;8;
2;96;76;
20;49;34;
72;59;50;
8;95;12;
81;7;27;
82;25;63;
11;23;8;
67;51;20;
62;79;60;
34;81;52;
48;21;85;
21;28;81;
68;3;7;
76;34;99;
85;34;76;
34;34;26;
59;16;55;
70;20;55;
52;25;92;
24;79;29;
25;57;8;
46;28;12;
48;50;56;
10;86;11;
11;43;12;
61;58;77;
92;98;51;
0;78;31;
74;95;46;
21;62;68;
40;33;57;
18;21;81;
94;44;94;
59;98;95;
40;76;71;
62;71;82;
29;45;62;
61;52;31;
20;1;80;
15;39;56;
12;73;61;
24;37;72;
18;82;40;
69;96;64;
69;84;34;
63;7;83;
40;47;76;
85;83;5;
98;8;96;
67;55;70;
50;33;40;
67;58;82;
27;76;24;
47;89;25;
15;54;97;
72;42;53;
87;78;76;
95;66;14;
56;19;35;
59;61;62;
77;51;54;
4;24;31;
47;81;80;
27;93;15;
61;16;56;
25;20;64;
57;70;70;
0;51;36;
71;32;55;
34;67;84;
60;2;84;
78;39;87;
45;92;26;
69;31;76;
56;44;42;
18;54;15;
50;21;79;
32;27;43;
90;44;40;
35;67;82;
31;3;36;
11;53;4;
34;15;57;
42;27;35;
81;9;27;
8;53;90;
58;65;32;
48;19;2;
63;15;59;
89;67;69;
17;17;44;
66;45;90;
24;17;98;
17;62;45;
58;85;90;
26;50;25;
31;68;80;
93;29;23;
36;23;9;
56;3;79;
20;5;15;
41;56;24;
85;71;22;
41;26;42;
56;45;55;
72;22;17;
31;47;94;
47;81;63;
74;86;20;
56;40;42;
25;19;72;
64;10;61;
78;76;94;
23;75;93;
70;37;15;
77;84;57;
46;0;69;
18;4;18;
7;22;30;
14;34;16;
60;21;15;
76;18;48;
37;64;13;
93;4;40;
45;49;32;
5;60;51;
96;59;75;
12;21;40;
24;14;26;
73;21;13;
6;20;83;
37;30;67;
28;72;53;
86;55;23;
84;47;41;
67;94;46;
82;72;11;
49;6;34;
50;76;31;
59;8;97;
40;8;94;
7;27;4;
18;27;88;
88;50;55;
31;64;33;
2;82;85;
32;70;53;
7;0;60;
17;43;1;
88;35;97;
29;4;71;
21;35;52;
55;46;92;
94;21;18;
27;77;21;
2;66;13;
36;95;59;
64;3;55;
30;36;15;
93;97;95;
86;29;27;
14;39;76;
14;45;67;
3;97;57;
59;67;78;
34;1;78;
90;92;3;
27;33;95;
20;26;77;
14;68;65;
55;85;71;
94;26;78;
77;80;93;
86;20;81;
57;32;61;
78;61;43;
26;87;32;
21;91;98;
54;54;42;
50;15;32;
44;71;89;
51;1;50;
93;6;99;
53;17;40;
39;19;15;
24;90;66;
64;97;94;
4;72;28;
36;20;41;
2;60;75;
94;22;48;
58;36;55;
4;8;91;
39;47;3;
51;45;68;
95;93;8;
94;31;17;
71;46;12;
88;50;70;
81;79;30;
77;87;25;
11;4;67;
63;14;13;
10;2;36;
32;50;37;
65;25;89;
30;20;20;
50;61;0;
54;98;63;
99;26;55;
74;95;25;
92;59;66;
44;35;5;
57;33;99;
64;57;77;
41;92;79;
27;28;96;
41;25;72;
70;74;60;
58;51;41;
66;55;70;
20;73;88;
43;72;20;
35;52;53;
84;50;89;
85;92;51;
10;29;3;
82;59;53;
70;78;34;
69;8;24;
12;63;36;
49;54;5;
18;23;96;
57;58;15;
45;67;36;
40;38;78;
54;38;28;
98;91;10;
48;26;54;
62;85;1;
91;63;29;
50;82;70;
44;45;11;
56;87;59;
51;73;76;
88;63;66;
95;80;18;
44;60;6;
32;38;91;
51;79;42;
61;17;48;
72;1;28;
54;12;61;
93;56;47;
67;21;84;
24;98;24;
53;63;88;
3;38;21;
91;98;74;
42;97;24;
31;34;64;
49;36;44;
3;13;87;
43;35;81;
48;16;33;
97;6;90;
81;87;73;
96;38;89;
17;69;67;
79;67;45;
45;0;50;
79;89;95;
12;32;54;
90;41;35;
14;55;5;
21;38;35;
64;45;23;
96;20;39;
50;69;82;
60;62;51;
10;8;1;
73;75;89;
62;27;36;
80;45;83;
80;46;88;
45;46;2;
25;72;20;
65;59;86;
7;29;17;
16;71;55;
72;2;29;
7;84;12;
4;24;44;
63;58;48;
32;84;33;
42;87;52;
38;89;61;
79;75;25;
68;28;12;
36;77;69;
67;35;73;
99;61;70;
15;32;89;
73;2;41;
13;15;4;
9;17;58;
99;77;40;
48;96;47;
15;24;29;
88;70;54;
93;61;32;
1;90;49;
80;74;57;
26;43;90;
74;22;42;
74;24;30;
85;60;87;
56;87;65;
93;74;55;
25;83;36;
48;28;81;
17;61;10;
5;11;2;
69;35;52;
25;52;99;
79;82;92;
78;0;56;
91;81;56;
52;72;87;
72;73;11;
59;39;30;
56;29;39;
78;54;0;
54;36;59;
74;36;81;
16;64;46;
38;56;42;
0;58;0;
5;11;71;
24;15;41;
93;11;89;
51;23;38;
86;54;11;
58;28;42;
70;40;84;
99;75;38;
82;19;68;
